Date,Time,Hour,Day,Day_Number,Month,Month_Number,Latitude,Longitude,Area,Crime_Type,Crime_Count,Weather,Population_Density
2026-05-03,20:13,20,Sunday,7,May,5,12.851587,77.660013,Electronic City,Vandalism,10,Rainy,Medium
2025-06-09,18:05,18,Monday,1,June,6,12.932363,77.62791,Koramangala,Cyber Crime,3,Rainy,Low
2026-03-23,08:59,8,Monday,1,March,3,12.968831,77.75759,Whitefield,Vehicle Theft,9,Partly Cloudy,High
2026-04-14,18:42,18,Tuesday,2,April,4,12.924196,77.598195,Jayanagar,Cyber Crime,2,Partly Cloudy,High
2026-08-25,03:15,3,Tuesday,2,August,8,12.941547,77.582748,Basavanagudi,Accident,9,Partly Cloudy,High
2026-04-27,02:26,2,Monday,1,April,4,12.937487,77.567687,Basavanagudi,Vehicle Theft,9,Cloudy,Low
2026-09-17,12:58,12,Thursday,4,September,9,12.912321,77.616573,BTM Layout,Vehicle Theft,6,Sunny,Medium
2026-11-22,09:18,9,Sunday,7,November,11,12.964781,77.748181,Whitefield,Vandalism,5,Rainy,High
2025-12-13,06:46,6,Saturday,6,December,12,12.939048,77.628613,Koramangala,Vehicle Theft,9,Rainy,Low
2025-04-18,10:24,10,Friday,5,April,4,12.939477,77.617822,Koramangala,Vandalism,3,Partly Cloudy,High
2025-08-02,20:41,20,Saturday,6,August,8,12.837448,77.655374,Electronic City,Missing Person,7,Sunny,Medium
2025-11-11,19:38,19,Tuesday,2,November,11,12.948724,77.575312,Basavanagudi,Vehicle Theft,8,Partly Cloudy,High
2025-01-03,05:05,5,Friday,5,January,1,12.915384,77.616628,BTM Layout,Theft,8,Sunny,Very High
2026-10-11,18:22,18,Sunday,7,October,10,12.93846,77.624175,Koramangala,Burglary,5,Sunny,Low
2025-06-28,16:33,16,Saturday,6,June,6,12.930181,77.631207,Koramangala,Assault,6,Cloudy,Medium
2025-09-10,07:39,7,Wednesday,3,September,9,12.928436,77.548233,Banashankari,Cyber Crime,4,Partly Cloudy,High
2025-06-15,18:31,18,Sunday,7,June,6,13.024391,77.541872,Yeshwanthpur,Fraud,2,Sunny,Medium
2026-03-01,09:20,9,Sunday,7,March,3,13.034808,77.542909,Yeshwanthpur,Fraud,9,Sunny,Very High
2025-08-12,12:36,12,Tuesday,2,August,8,12.997631,77.562486,Rajajinagar,Theft,5,Rainy,Very High
2025-05-28,15:50,15,Wednesday,3,May,5,13.028334,77.542841,Yeshwanthpur,Vehicle Theft,6,Partly Cloudy,High
2026-02-18,20:59,20,Wednesday,3,February,2,13.026871,77.533421,Yeshwanthpur,Vandalism,3,Sunny,Medium
2026-12-31,08:15,8,Thursday,4,December,12,13.035078,77.603091,Hebbal,Accident,5,Sunny,Low
2025-07-07,08:24,8,Monday,1,July,7,12.929781,77.625753,Koramangala,Assault,3,Partly Cloudy,Medium
2025-12-22,00:53,0,Monday,1,December,12,12.99039,77.549191,Rajajinagar,Vehicle Theft,7,Cloudy,High
2025-03-10,20:17,20,Monday,1,March,3,12.922889,77.597271,Jayanagar,Vandalism,8,Sunny,High
2026-06-02,09:51,9,Tuesday,2,June,6,13.034944,77.539592,Yeshwanthpur,Theft,9,Rainy,Very High
2025-03-28,15:30,15,Friday,5,March,3,12.851642,77.660395,Electronic City,Cyber Crime,7,Partly Cloudy,High
2026-12-21,17:36,17,Monday,1,December,12,12.907135,77.478803,Kengeri,Burglary,5,Rainy,Very High
2025-06-13,20:03,20,Friday,5,June,6,12.999412,77.576118,Malleshwaram,Accident,6,Cloudy,Medium
2026-07-04,13:33,13,Saturday,6,July,7,12.999213,77.555009,Rajajinagar,Burglary,5,Cloudy,High
2026-11-10,06:10,6,Tuesday,2,November,11,12.916595,77.635445,HSR Layout,Robbery,6,Sunny,High
2026-05-01,04:30,4,Friday,5,May,5,12.852717,77.658483,Electronic City,Fraud,6,Partly Cloudy,Medium
2025-02-22,04:16,4,Saturday,6,February,2,12.915507,77.631969,HSR Layout,Fraud,11,Sunny,Low
2025-12-24,18:23,18,Wednesday,3,December,12,12.963761,77.698158,Marathahalli,Missing Person,3,Sunny,Medium
2025-10-02,06:41,6,Thursday,4,October,10,12.935546,77.581624,Basavanagudi,Accident,5,Sunny,Very High
2025-06-01,19:00,19,Sunday,7,June,6,12.972368,77.750864,Whitefield,Theft,8,Cloudy,High
2026-07-22,18:55,18,Wednesday,3,July,7,12.917858,77.615984,BTM Layout,Vandalism,3,Cloudy,Very High
2026-05-03,05:24,5,Sunday,7,May,5,12.978759,77.648374,Indiranagar,Fraud,5,Partly Cloudy,High
2025-09-26,13:27,13,Friday,5,September,9,12.928522,77.539924,Banashankari,Fraud,5,Partly Cloudy,High
2025-04-08,13:31,13,Tuesday,2,April,4,13.005823,77.564013,Malleshwaram,Assault,4,Cloudy,Medium
2026-07-02,19:36,19,Thursday,4,July,7,12.921556,77.476417,Kengeri,Missing Person,5,Partly Cloudy,High
2025-11-01,05:00,5,Saturday,6,November,11,12.949214,77.580384,Basavanagudi,Fraud,8,Cloudy,High
2026-05-21,19:20,19,Thursday,4,May,5,12.91103,77.486873,Kengeri,Theft,6,Cloudy,High
2025-10-06,10:54,10,Monday,1,October,10,12.920346,77.610432,BTM Layout,Burglary,7,Sunny,Very High
2026-02-08,08:29,8,Sunday,7,February,2,12.96145,77.704121,Marathahalli,Assault,7,Sunny,Medium
2026-07-23,05:44,5,Thursday,4,July,7,12.981502,77.637301,Indiranagar,Vandalism,4,Rainy,High
2026-12-02,09:05,9,Wednesday,3,December,12,12.920911,77.606354,BTM Layout,Cyber Crime,7,Cloudy,High
2025-10-17,10:30,10,Friday,5,October,10,12.918575,77.601002,Jayanagar,Burglary,6,Partly Cloudy,High
2026-10-12,04:16,4,Monday,1,October,10,12.910017,77.613115,BTM Layout,Theft,9,Partly Cloudy,High
2025-05-06,11:20,11,Tuesday,2,May,5,12.928794,77.544472,Banashankari,Robbery,6,Sunny,Very High
2026-01-15,13:32,13,Thursday,4,January,1,12.845645,77.664195,Electronic City,Fraud,9,Rainy,High
2025-10-31,09:18,9,Friday,5,October,10,13.021264,77.537456,Yeshwanthpur,Cyber Crime,2,Partly Cloudy,Medium
2025-03-21,12:30,12,Friday,5,March,3,12.924488,77.611906,BTM Layout,Burglary,6,Sunny,High
2026-12-12,20:39,20,Saturday,6,December,12,12.951396,77.702233,Marathahalli,Cyber Crime,5,Sunny,Low
2025-04-30,19:54,19,Wednesday,3,April,4,12.922509,77.543896,Banashankari,Robbery,3,Rainy,Low
2025-10-31,07:00,7,Friday,5,October,10,12.906691,77.485852,Kengeri,Vandalism,1,Cloudy,Low
2026-01-18,18:00,18,Sunday,7,January,1,12.910975,77.610607,BTM Layout,Assault,5,Sunny,High
2026-08-10,16:03,16,Monday,1,August,8,12.984271,77.554213,Rajajinagar,Missing Person,3,Sunny,Low
2025-10-12,01:45,1,Sunday,7,October,10,12.955058,77.691321,Marathahalli,Missing Person,7,Partly Cloudy,Medium
2025-02-27,15:07,15,Thursday,4,February,2,12.842627,77.659536,Electronic City,Vandalism,5,Cloudy,Very High
2026-06-01,19:30,19,Monday,1,June,6,12.994343,77.558624,Rajajinagar,Robbery,2,Cloudy,Medium
2026-05-23,04:52,4,Saturday,6,May,5,12.923252,77.588038,Jayanagar,Burglary,10,Sunny,Very High
2026-10-21,06:51,6,Wednesday,3,October,10,13.042435,77.59176,Hebbal,Vandalism,4,Rainy,Very High
2026-07-23,08:14,8,Thursday,4,July,7,13.00483,77.565551,Malleshwaram,Fraud,8,Sunny,Very High
2025-07-20,10:56,10,Sunday,7,July,7,13.033037,77.535009,Yeshwanthpur,Robbery,4,Rainy,Medium
2025-07-22,19:56,19,Tuesday,2,July,7,12.918677,77.616239,BTM Layout,Assault,5,Rainy,High
2025-11-24,03:36,3,Monday,1,November,11,12.91814,77.605384,BTM Layout,Accident,5,Partly Cloudy,Medium
2026-08-10,19:05,19,Monday,1,August,8,12.922679,77.616032,BTM Layout,Accident,4,Rainy,Medium
2026-02-28,12:57,12,Saturday,6,February,2,12.964063,77.748161,Whitefield,Assault,9,Partly Cloudy,Very High
2025-05-04,21:10,21,Sunday,7,May,5,12.965872,77.691942,Marathahalli,Accident,7,Sunny,Medium
2026-01-25,22:46,22,Sunday,7,January,1,13.035466,77.544387,Yeshwanthpur,Burglary,13,Sunny,Very High
2025-11-11,00:46,0,Tuesday,2,November,11,13.040046,77.6009,Hebbal,Burglary,4,Sunny,Very High
2025-04-03,05:34,5,Thursday,4,April,4,12.930492,77.627737,Koramangala,Assault,5,Partly Cloudy,Medium
2026-03-25,18:26,18,Wednesday,3,March,3,13.033079,77.534574,Yeshwanthpur,Assault,4,Partly Cloudy,Low
2025-04-29,06:45,6,Tuesday,2,April,4,12.94044,77.631518,Koramangala,Vehicle Theft,5,Sunny,Low
2026-12-04,20:04,20,Friday,5,December,12,12.840563,77.659264,Electronic City,Fraud,8,Partly Cloudy,Very High
2025-12-12,22:34,22,Friday,5,December,12,12.903976,77.63169,HSR Layout,Accident,4,Partly Cloudy,Medium
2026-05-14,08:38,8,Thursday,4,May,5,12.97259,77.752412,Whitefield,Vandalism,1,Cloudy,Medium
2026-08-15,21:18,21,Saturday,6,August,8,12.917982,77.475,Kengeri,Vehicle Theft,9,Rainy,Medium
2026-12-15,13:27,13,Tuesday,2,December,12,12.850859,77.655529,Electronic City,Vandalism,3,Partly Cloudy,High
2026-08-03,21:13,21,Monday,1,August,8,12.943133,77.569146,Basavanagudi,Theft,10,Cloudy,Medium
2025-07-01,19:24,19,Tuesday,2,July,7,13.00129,77.573501,Malleshwaram,Vandalism,4,Partly Cloudy,Low
2026-04-11,15:23,15,Saturday,6,April,4,12.922121,77.591544,Jayanagar,Theft,8,Sunny,Very High
2025-04-29,03:24,3,Tuesday,2,April,4,12.844938,77.658243,Electronic City,Vehicle Theft,8,Rainy,High
2026-11-28,16:42,16,Saturday,6,November,11,12.998056,77.57662,Malleshwaram,Cyber Crime,9,Partly Cloudy,Very High
2026-07-08,18:55,18,Wednesday,3,July,7,12.932526,77.601205,Jayanagar,Assault,3,Sunny,High
2026-05-19,21:59,21,Tuesday,2,May,5,12.971373,77.744459,Whitefield,Accident,6,Cloudy,Low
2026-05-25,22:29,22,Monday,1,May,5,12.918849,77.613621,BTM Layout,Burglary,3,Partly Cloudy,Medium
2025-12-04,21:40,21,Thursday,4,December,12,12.942201,77.626865,Koramangala,Vandalism,7,Rainy,High
2026-05-01,19:30,19,Friday,5,May,5,12.903841,77.63732,HSR Layout,Accident,5,Cloudy,Very High
2026-07-11,12:17,12,Saturday,6,July,7,12.975896,77.635386,Indiranagar,Accident,8,Rainy,Very High
2025-06-14,19:00,19,Saturday,6,June,6,12.935925,77.630887,Koramangala,Assault,3,Rainy,Medium
2025-11-10,02:20,2,Monday,1,November,11,13.003913,77.57621,Malleshwaram,Assault,8,Sunny,Low
2026-11-22,12:06,12,Sunday,7,November,11,12.966217,77.69451,Marathahalli,Robbery,3,Cloudy,Medium
2025-04-26,22:45,22,Saturday,6,April,4,12.960527,77.695951,Marathahalli,Vandalism,8,Rainy,High
2026-03-26,11:30,11,Thursday,4,March,3,12.916263,77.641259,HSR Layout,Theft,3,Rainy,Medium
2025-02-28,21:48,21,Friday,5,February,2,12.920234,77.586239,Jayanagar,Assault,5,Sunny,Very High
2026-10-24,11:04,11,Saturday,6,October,10,12.99552,77.547587,Rajajinagar,Robbery,6,Cloudy,Medium
2025-11-17,19:51,19,Monday,1,November,11,12.930253,77.624504,Koramangala,Theft,6,Sunny,Medium
2025-03-21,19:03,19,Friday,5,March,3,13.037186,77.591926,Hebbal,Accident,8,Partly Cloudy,Very High
2026-06-12,17:11,17,Friday,5,June,6,12.984814,77.556385,Rajajinagar,Accident,3,Partly Cloudy,Low
2025-05-11,03:36,3,Sunday,7,May,5,12.844291,77.666932,Electronic City,Theft,9,Sunny,Low
2025-09-22,09:24,9,Monday,1,September,9,12.930426,77.618657,Koramangala,Assault,5,Rainy,High
2026-04-14,09:37,9,Tuesday,2,April,4,12.958553,77.703509,Marathahalli,Burglary,1,Rainy,Medium
2026-12-17,11:18,11,Thursday,4,December,12,12.963398,77.756557,Whitefield,Robbery,4,Partly Cloudy,Very High
2025-02-07,13:22,13,Friday,5,February,2,12.918998,77.590469,Jayanagar,Fraud,7,Cloudy,High
2026-07-23,07:38,7,Thursday,4,July,7,12.932446,77.592301,Jayanagar,Fraud,4,Partly Cloudy,Low
2026-07-05,23:24,23,Sunday,7,July,7,13.0349,77.59501,Hebbal,Cyber Crime,9,Cloudy,High
2025-02-19,11:55,11,Wednesday,3,February,2,12.998472,77.573449,Malleshwaram,Fraud,9,Sunny,Very High
2026-04-19,00:54,0,Sunday,7,April,4,12.992399,77.551012,Rajajinagar,Vehicle Theft,6,Rainy,Low
2026-12-15,06:31,6,Tuesday,2,December,12,13.021686,77.543302,Yeshwanthpur,Robbery,2,Cloudy,Medium
2025-11-20,07:16,7,Thursday,4,November,11,12.935495,77.624626,Koramangala,Fraud,6,Cloudy,Very High
2025-11-08,14:40,14,Saturday,6,November,11,12.923437,77.540159,Banashankari,Missing Person,8,Rainy,Very High
2026-12-05,09:33,9,Saturday,6,December,12,12.919301,77.631264,HSR Layout,Vehicle Theft,10,Rainy,Very High
2025-04-20,19:10,19,Sunday,7,April,4,12.845742,77.653707,Electronic City,Accident,3,Cloudy,Low
2026-08-22,20:26,20,Saturday,6,August,8,12.97837,77.639518,Indiranagar,Assault,9,Rainy,Low
2025-01-15,03:36,3,Wednesday,3,January,1,12.838486,77.655704,Electronic City,Missing Person,5,Sunny,High
2026-09-01,02:32,2,Tuesday,2,September,9,12.851895,77.666321,Electronic City,Assault,3,Sunny,Low
2026-12-15,15:51,15,Tuesday,2,December,12,12.847141,77.653934,Electronic City,Vehicle Theft,9,Partly Cloudy,Very High
2026-04-26,17:10,17,Sunday,7,April,4,13.034591,77.603337,Hebbal,Fraud,4,Cloudy,Low
2025-08-30,13:56,13,Saturday,6,August,8,12.998597,77.57265,Malleshwaram,Missing Person,5,Cloudy,Very High
2026-11-01,01:07,1,Sunday,7,November,11,12.974779,77.746839,Whitefield,Vandalism,6,Partly Cloudy,Low
2026-08-08,17:53,17,Saturday,6,August,8,12.954887,77.690047,Marathahalli,Assault,5,Partly Cloudy,Low
2025-04-21,13:24,13,Monday,1,April,4,12.971088,77.635051,Indiranagar,Cyber Crime,4,Cloudy,High
2025-03-25,04:14,4,Tuesday,2,March,3,12.840973,77.658708,Electronic City,Vandalism,8,Sunny,High
2025-07-17,11:15,11,Thursday,4,July,7,12.912585,77.489227,Kengeri,Missing Person,6,Partly Cloudy,Very High
2025-11-11,05:12,5,Tuesday,2,November,11,12.920636,77.552174,Banashankari,Fraud,5,Rainy,Medium
2025-05-21,15:26,15,Wednesday,3,May,5,12.930399,77.588466,Jayanagar,Robbery,4,Partly Cloudy,High
2025-12-16,00:42,0,Tuesday,2,December,12,12.999869,77.562596,Malleshwaram,Missing Person,5,Cloudy,Medium
2025-10-19,07:49,7,Sunday,7,October,10,12.931887,77.546139,Banashankari,Assault,6,Rainy,Low
2026-03-26,17:28,17,Thursday,4,March,3,13.03047,77.537983,Yeshwanthpur,Missing Person,8,Partly Cloudy,Very High
2025-12-24,15:38,15,Wednesday,3,December,12,12.968094,77.754255,Whitefield,Robbery,5,Cloudy,High
2026-04-02,15:07,15,Thursday,4,April,4,13.009854,77.572083,Malleshwaram,Missing Person,9,Partly Cloudy,Very High
2025-10-19,20:35,20,Sunday,7,October,10,12.926395,77.54402,Banashankari,Vandalism,3,Partly Cloudy,Low
2025-04-09,20:07,20,Wednesday,3,April,4,12.922867,77.592536,Jayanagar,Assault,5,Sunny,High
2026-08-19,02:49,2,Wednesday,3,August,8,12.932122,77.54889,Banashankari,Fraud,9,Cloudy,High
2025-11-03,09:48,9,Monday,1,November,11,12.920082,77.595658,Jayanagar,Theft,3,Rainy,High
2025-01-02,06:37,6,Thursday,4,January,1,12.97738,77.641633,Indiranagar,Accident,3,Cloudy,High
2026-09-02,08:33,8,Wednesday,3,September,9,13.031179,77.532564,Yeshwanthpur,Vehicle Theft,4,Rainy,High
2025-04-24,11:04,11,Thursday,4,April,4,12.970727,77.642444,Indiranagar,Missing Person,6,Rainy,Very High
2026-03-26,21:11,21,Thursday,4,March,3,12.997454,77.563231,Malleshwaram,Robbery,7,Cloudy,Medium
2026-05-25,08:04,8,Monday,1,May,5,12.979511,77.638149,Indiranagar,Robbery,3,Rainy,Low
2025-05-31,12:21,12,Saturday,6,May,5,12.974289,77.753417,Whitefield,Theft,4,Cloudy,High
2026-07-13,00:55,0,Monday,1,July,7,12.919545,77.594682,Jayanagar,Vehicle Theft,6,Cloudy,Low
2025-05-27,10:45,10,Tuesday,2,May,5,12.937688,77.580059,Basavanagudi,Theft,3,Sunny,Low
2025-06-08,10:09,10,Sunday,7,June,6,12.943693,77.568221,Basavanagudi,Vandalism,11,Rainy,Very High
2026-04-11,15:24,15,Saturday,6,April,4,12.991555,77.554703,Rajajinagar,Burglary,7,Cloudy,High
2025-09-20,12:15,12,Saturday,6,September,9,12.929009,77.592738,Jayanagar,Assault,8,Rainy,High
2026-09-04,07:18,7,Friday,5,September,9,12.903817,77.637342,HSR Layout,Assault,1,Rainy,Low
2026-07-12,13:50,13,Sunday,7,July,7,12.922861,77.542862,Banashankari,Vandalism,4,Cloudy,Medium
2026-03-11,14:19,14,Wednesday,3,March,3,13.004842,77.569672,Malleshwaram,Cyber Crime,8,Sunny,Very High
2025-06-16,08:56,8,Monday,1,June,6,12.918011,77.541032,Banashankari,Vehicle Theft,3,Sunny,High
2026-06-25,14:21,14,Thursday,4,June,6,12.910211,77.60531,BTM Layout,Accident,5,Cloudy,Low
2026-12-12,08:59,8,Saturday,6,December,12,12.913789,77.604536,BTM Layout,Theft,13,Sunny,Very High
2025-03-29,01:38,1,Saturday,6,March,3,12.976825,77.634703,Indiranagar,Assault,6,Sunny,Medium
2026-03-08,10:06,10,Sunday,7,March,3,12.930983,77.553794,Banashankari,Assault,9,Partly Cloudy,Very High
2026-06-18,15:39,15,Thursday,4,June,6,12.984196,77.548168,Rajajinagar,Assault,4,Cloudy,High
2025-06-16,03:45,3,Monday,1,June,6,12.930041,77.629809,Koramangala,Cyber Crime,5,Partly Cloudy,High
2025-02-11,19:19,19,Tuesday,2,February,2,12.90603,77.643297,HSR Layout,Theft,5,Cloudy,Medium
2026-05-23,20:19,20,Saturday,6,May,5,12.972089,77.754583,Whitefield,Robbery,11,Rainy,High
2026-08-30,16:23,16,Sunday,7,August,8,12.969841,77.752129,Whitefield,Vehicle Theft,8,Partly Cloudy,Very High
2025-10-14,09:31,9,Tuesday,2,October,10,12.988995,77.54886,Rajajinagar,Vandalism,9,Cloudy,Very High
2026-11-22,14:12,14,Sunday,7,November,11,12.983635,77.547132,Rajajinagar,Vandalism,6,Sunny,High
2025-09-07,17:30,17,Sunday,7,September,9,12.929039,77.617196,Koramangala,Burglary,2,Rainy,Low
2026-09-21,20:46,20,Monday,1,September,9,12.916315,77.611707,BTM Layout,Assault,9,Rainy,High
2026-02-21,07:44,7,Saturday,6,February,2,12.911929,77.638966,HSR Layout,Accident,8,Cloudy,High
2026-07-13,16:31,16,Monday,1,July,7,12.910927,77.484016,Kengeri,Burglary,4,Rainy,Medium
2025-08-05,02:40,2,Tuesday,2,August,8,13.032531,77.540148,Yeshwanthpur,Cyber Crime,4,Sunny,Medium
2025-03-06,21:09,21,Thursday,4,March,3,12.938734,77.631979,Koramangala,Cyber Crime,6,Partly Cloudy,Medium
2026-05-07,17:54,17,Thursday,4,May,5,12.908915,77.611759,BTM Layout,Assault,2,Cloudy,Medium
2026-07-28,05:15,5,Tuesday,2,July,7,13.007296,77.576425,Malleshwaram,Vandalism,3,Sunny,Medium
2025-12-23,01:16,1,Tuesday,2,December,12,12.845515,77.667802,Electronic City,Theft,7,Rainy,Low
2025-07-07,12:46,12,Monday,1,July,7,12.91688,77.635498,HSR Layout,Missing Person,4,Rainy,Very High
2025-12-08,22:19,22,Monday,1,December,12,12.920824,77.58695,Jayanagar,Vandalism,9,Partly Cloudy,Very High
2026-08-21,10:28,10,Friday,5,August,8,12.91967,77.601684,Jayanagar,Accident,5,Cloudy,Medium
2026-12-30,17:44,17,Wednesday,3,December,12,12.989267,77.553898,Rajajinagar,Theft,5,Partly Cloudy,Low
2026-12-05,10:41,10,Saturday,6,December,12,13.004458,77.576135,Malleshwaram,Accident,4,Sunny,Low
2025-06-13,14:13,14,Friday,5,June,6,12.912349,77.633966,HSR Layout,Accident,4,Sunny,Low
2026-04-15,17:02,17,Wednesday,3,April,4,13.006463,77.562965,Malleshwaram,Vandalism,9,Sunny,Very High
2025-07-16,01:10,1,Wednesday,3,July,7,12.981164,77.635773,Indiranagar,Theft,10,Cloudy,Low
2025-05-15,22:55,22,Thursday,4,May,5,12.912052,77.645977,HSR Layout,Burglary,6,Cloudy,Medium
2026-07-23,12:30,12,Thursday,4,July,7,13.021051,77.540002,Yeshwanthpur,Accident,2,Rainy,Medium
2026-08-02,15:54,15,Sunday,7,August,8,13.026506,77.533769,Yeshwanthpur,Assault,10,Partly Cloudy,Very High
2025-08-15,22:16,22,Friday,5,August,8,12.909889,77.481437,Kengeri,Burglary,5,Cloudy,Low
2026-10-21,22:29,22,Wednesday,3,October,10,12.966494,77.755727,Whitefield,Vehicle Theft,5,Sunny,Medium
2026-08-27,22:17,22,Thursday,4,August,8,12.965569,77.702079,Marathahalli,Theft,8,Sunny,Low
2026-01-15,08:18,8,Thursday,4,January,1,12.916385,77.608867,BTM Layout,Fraud,1,Rainy,Medium
2025-05-25,21:24,21,Sunday,7,May,5,12.962415,77.746186,Whitefield,Vehicle Theft,15,Partly Cloudy,Very High
2026-10-25,09:28,9,Sunday,7,October,10,12.94375,77.576542,Basavanagudi,Theft,9,Partly Cloudy,Very High
2026-02-11,17:51,17,Wednesday,3,February,2,12.979802,77.644165,Indiranagar,Missing Person,6,Cloudy,Very High
2025-07-25,03:22,3,Friday,5,July,7,13.034287,77.604281,Hebbal,Fraud,8,Rainy,Low
2025-05-14,10:53,10,Wednesday,3,May,5,13.005183,77.576814,Malleshwaram,Vehicle Theft,8,Cloudy,High
2026-03-14,14:40,14,Saturday,6,March,3,12.964559,77.697337,Marathahalli,Cyber Crime,5,Partly Cloudy,Very High
2025-09-04,07:11,7,Thursday,4,September,9,13.009829,77.566198,Malleshwaram,Robbery,3,Sunny,Low
2025-12-28,09:43,9,Sunday,7,December,12,12.926903,77.593574,Jayanagar,Fraud,4,Rainy,High
2025-11-15,07:14,7,Saturday,6,November,11,12.964928,77.698159,Marathahalli,Theft,5,Rainy,Low
2026-09-04,11:33,11,Friday,5,September,9,12.845201,77.655625,Electronic City,Vandalism,1,Sunny,Low
2026-11-19,11:40,11,Thursday,4,November,11,12.936198,77.568134,Basavanagudi,Cyber Crime,6,Partly Cloudy,Very High
2025-06-28,10:18,10,Saturday,6,June,6,12.913168,77.631027,HSR Layout,Robbery,1,Cloudy,Medium
2026-08-19,15:30,15,Wednesday,3,August,8,12.934938,77.579508,Basavanagudi,Fraud,5,Partly Cloudy,Low
2025-09-08,17:18,17,Monday,1,September,9,12.982815,77.636572,Indiranagar,Assault,3,Rainy,Medium
2025-08-28,06:36,6,Thursday,4,August,8,13.005637,77.563269,Malleshwaram,Robbery,2,Rainy,High
2025-05-08,18:19,18,Thursday,4,May,5,13.035801,77.546321,Yeshwanthpur,Cyber Crime,2,Rainy,Low
2026-12-30,03:34,3,Wednesday,3,December,12,12.980178,77.646303,Indiranagar,Fraud,7,Cloudy,Medium
2025-11-07,09:28,9,Friday,5,November,11,12.976306,77.75337,Whitefield,Theft,4,Partly Cloudy,Medium
2025-06-15,10:27,10,Sunday,7,June,6,12.911795,77.477961,Kengeri,Burglary,3,Cloudy,Medium
2026-04-29,14:43,14,Wednesday,3,April,4,13.031167,77.590709,Hebbal,Cyber Crime,1,Cloudy,Low
2025-04-04,12:07,12,Friday,5,April,4,12.842693,77.660942,Electronic City,Assault,3,Sunny,High
2025-09-04,14:38,14,Thursday,4,September,9,12.850309,77.656199,Electronic City,Fraud,9,Rainy,Very High
2025-02-22,20:40,20,Saturday,6,February,2,12.917676,77.616952,BTM Layout,Cyber Crime,8,Rainy,Very High
2026-01-26,08:48,8,Monday,1,January,1,12.849726,77.659693,Electronic City,Accident,7,Sunny,High
2025-05-04,20:25,20,Sunday,7,May,5,12.927202,77.623782,Koramangala,Fraud,9,Partly Cloudy,High
2025-01-31,17:51,17,Friday,5,January,1,12.972915,77.644582,Indiranagar,Vandalism,4,Partly Cloudy,Low
2026-01-24,09:28,9,Saturday,6,January,1,12.990117,77.553232,Rajajinagar,Theft,5,Sunny,High
2026-02-12,22:25,22,Thursday,4,February,2,12.914701,77.613585,BTM Layout,Assault,9,Rainy,Medium
2025-03-08,04:42,4,Saturday,6,March,3,12.962939,77.703136,Marathahalli,Theft,8,Rainy,Medium
2025-09-16,05:42,5,Tuesday,2,September,9,13.0286,77.539901,Yeshwanthpur,Vehicle Theft,7,Rainy,Medium
2026-06-01,03:41,3,Monday,1,June,6,12.849161,77.663574,Electronic City,Fraud,7,Cloudy,High
2025-08-05,11:48,11,Tuesday,2,August,8,12.91774,77.615058,BTM Layout,Theft,5,Sunny,Very High
2025-07-12,01:00,1,Saturday,6,July,7,13.029105,77.602212,Hebbal,Missing Person,8,Partly Cloudy,High
2025-08-31,10:02,10,Sunday,7,August,8,12.997217,77.562655,Malleshwaram,Theft,2,Cloudy,Medium
